Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,102.949997,114.949997,99.000000,107.000000,88.549309,6211822
2002-07-08,107.000000,108.500000,97.150002,99.300003,82.177078,1603293
2002-07-15,100.250000,100.750000,84.099998,93.300003,77.211708,4264574
2002-07-22,90.099998,102.000000,81.599998,83.199997,68.853310,3993350
2002-07-29,84.000000,84.449997,61.000000,69.199997,57.267414,3791395
2002-08-05,69.699997,80.650002,69.050003,74.400002,61.570747,2972461
2002-08-12,75.500000,78.800003,73.300003,75.050003,62.108665,1224320
2002-08-19,75.400002,77.250000,72.500000,74.199997,61.405228,1268223
2002-08-26,74.099998,74.849998,64.099998,66.750000,55.239887,702437
2002-09-02,67.699997,72.400002,64.000000,67.300003,55.695038,1385585
2002-09-09,61.250000,63.700001,55.299999,60.250000,49.860725,1056994
2002-09-16,60.549999,61.500000,49.900002,52.299999,43.281590,1376784
2002-09-23,52.500000,53.299999,48.450001,50.150002,41.502331,523806
2002-09-30,49.000000,50.000000,44.049999,47.799999,39.557541,649755
2002-10-07,54.000000,64.000000,49.549999,60.450001,50.026237,5196961
2002-10-14,59.950001,67.349998,52.750000,62.900002,52.053761,4225486
2002-10-21,62.900002,67.500000,58.150002,60.049999,49.695210,5316575
2002-10-28,61.299999,66.650002,58.500000,63.200001,52.302036,3511909
2002-11-04,63.900002,64.000000,58.099998,59.700001,49.405563,992833
2002-11-11,60.099998,60.099998,54.500000,57.849998,47.874569,1850985
2002-11-18,58.250000,59.000000,54.299999,54.700001,45.267742,692979
2002-11-25,56.400002,66.000000,54.500000,64.199997,53.129601,2730475
2002-12-02,67.000000,84.000000,65.050003,77.699997,64.301704,6160713
2002-12-09,78.699997,80.000000,65.800003,77.150002,63.846550,4148794
2002-12-16,80.500000,88.400002,76.500000,79.300003,65.625824,7422280
2002-12-23,80.400002,84.000000,77.650002,80.300003,66.453377,2417551
2002-12-30,77.800003,84.800003,75.099998,79.000000,65.377548,4239892
2003-01-06,79.800003,84.550003,76.699997,80.000000,66.205101,3187576
2003-01-13,79.800003,88.800003,79.050003,84.050003,69.556755,3795537
2003-01-20,84.300003,85.800003,78.800003,79.650002,65.915474,2900067
2003-01-27,82.000000,83.800003,73.400002,74.750000,61.860401,1721774
2003-02-03,75.500000,82.699997,75.000000,78.699997,65.129257,2457305
2003-02-10,79.000000,79.750000,68.000000,68.349998,56.563984,1115486
2003-02-17,68.750000,77.599998,68.699997,74.250000,61.446625,1753497
2003-02-24,74.849998,75.599998,69.099998,70.349998,58.219120,866610
2003-03-03,70.800003,71.500000,65.000000,65.250000,53.998539,704011
2003-03-10,66.500000,66.500000,58.000000,61.950001,51.267586,598409
2003-03-17,62.000000,64.699997,58.650002,63.799999,52.798561,471995
2003-03-24,64.000000,64.699997,57.150002,58.250000,48.205601,389391
2003-03-31,58.599998,68.349998,56.049999,67.050003,55.488152,721841
2003-04-07,68.300003,72.449997,60.000000,68.000000,56.274342,1164863
2003-04-14,68.900002,73.949997,68.099998,68.750000,56.895016,779688
2003-04-21,69.750000,75.800003,68.099998,68.949997,57.060524,1114623
2003-04-28,69.000000,72.500000,68.000000,71.500000,59.170807,527529
2003-05-05,72.599998,75.349998,69.099998,69.400002,57.432919,783264
2003-05-12,70.349998,77.250000,69.650002,76.349998,63.184509,1090657
2003-05-19,77.000000,83.849998,75.150002,81.250000,67.239563,2382841
2003-05-26,81.900002,95.800003,81.500000,91.349998,75.597969,3301751
2003-06-02,91.000000,96.650002,83.000000,84.199997,69.680855,1474511
2003-06-09,84.500000,87.500000,80.199997,83.199997,68.853310,2846999
2003-06-16,84.000000,92.000000,82.099998,88.199997,72.991119,3940214
2003-06-23,89.000000,94.000000,83.000000,89.849998,74.356606,2639856
2003-06-30,91.400002,99.500000,89.800003,92.099998,76.218628,4239164
2003-07-07,93.199997,94.150002,85.099998,87.400002,72.329063,1387990
2003-07-14,88.000000,91.000000,83.349998,84.500000,69.929138,1262949
2003-07-21,85.300003,85.300003,80.400002,84.250000,69.722252,609006
2003-07-28,85.550003,86.400002,78.150002,80.300003,66.453377,1197772
2003-08-04,80.250000,88.800003,79.000000,86.349998,71.460152,1648750
2003-08-11,87.449997,97.449997,84.800003,89.949997,74.439377,3929597
2003-08-18,90.599998,104.900002,87.099998,99.000000,81.928810,4301671
2003-08-25,99.750000,101.800003,92.099998,95.849998,79.321991,2683502
2003-09-01,96.849998,105.849998,92.750000,94.099998,77.873749,2273086
2003-09-08,94.800003,124.199997,94.050003,115.050003,95.211235,8870189
2003-09-15,115.400002,151.000000,108.400002,142.250000,117.720963,10307853
2003-09-22,146.899994,163.000000,137.649994,153.600006,127.113831,7628655
2003-09-29,154.699997,198.449997,154.699997,188.149994,155.706116,9520160
2003-10-06,190.199997,219.750000,183.100006,208.850006,172.836700,9675057
2003-10-13,209.000000,213.899994,192.500000,203.850006,168.698929,3967317
2003-10-20,204.899994,214.800003,183.649994,196.500000,162.616272,6354920
2003-10-27,203.000000,234.949997,186.000000,229.350006,189.801788,6715162
2003-11-03,232.000000,253.399994,230.000000,243.550003,201.553177,6579130
2003-11-10,245.399994,258.700012,220.500000,222.449997,184.091583,3206496
2003-11-17,231.050003,237.899994,198.000000,218.199997,180.574387,4308805
2003-11-24,220.699997,223.899994,211.149994,213.600006,176.767609,3204610
2003-12-01,215.000000,228.399994,212.550003,218.149994,180.533020,3751779
2003-12-08,218.000000,226.800003,213.000000,214.800003,177.760742,2330336
2003-12-15,217.649994,242.600006,215.100006,235.100006,194.560242,6585440
2003-12-22,237.649994,257.250000,228.000000,253.250000,209.580566,5478473
2003-12-29,255.000000,261.000000,238.000000,242.750000,200.891129,3128226
2004-01-05,245.699997,252.000000,223.000000,237.300003,196.380920,2076111
2004-01-12,241.649994,245.850006,213.500000,222.100006,183.801926,1810864
2004-01-19,222.000000,223.500000,168.800003,200.100006,165.595535,1724442
2004-01-26,200.100006,212.850006,185.000000,186.649994,154.464828,1215536
2004-02-02,186.649994,189.000000,168.149994,180.100006,149.044250,915410
2004-02-09,182.399994,195.899994,180.899994,191.949997,158.850891,1122251
2004-02-16,193.600006,201.899994,176.250000,180.300003,149.209793,896348
2004-02-23,180.000000,182.000000,158.550003,168.250000,139.237610,690905
2004-03-01,170.000000,184.399994,167.000000,183.000000,151.444183,1165636
2004-03-08,184.899994,203.300003,179.100006,182.149994,150.740753,2136438
2004-03-15,185.000000,195.000000,162.100006,171.050003,141.554779,871262
2004-03-22,172.850006,172.850006,158.250000,160.500000,132.823990,902033
2004-03-29,161.000000,192.449997,161.000000,183.949997,152.230362,2825300
2004-04-05,185.000000,191.699997,176.050003,184.050003,152.313110,1299160
2004-04-12,186.399994,192.750000,178.000000,191.350006,158.354340,1343375
2004-04-19,193.899994,196.800003,181.500000,190.300003,157.485397,1503019
2004-04-26,187.899994,187.899994,168.350006,171.199997,141.678925,837733
2004-05-03,169.000000,177.000000,153.000000,169.750000,140.478973,879972
2004-05-10,164.399994,173.000000,126.400002,127.050003,105.141991,1030785
