Date,Open,High,Low,Close,Adj Close,Volume
2006-04-03,45.000000,58.000000,44.049999,48.139999,41.433208,71996400
2006-04-10,48.400002,52.459999,46.230000,47.220001,40.641373,8537385
2006-04-17,47.400002,52.189999,47.200001,51.520000,44.342316,4579930
2006-04-24,49.400002,60.799999,48.799999,54.810001,47.173943,10562395
2006-05-01,54.799999,58.000000,51.029999,51.740002,44.531654,1406325
2006-05-08,51.799999,52.000000,48.419998,48.709999,41.923790,1302360
2006-05-15,48.799999,49.799999,41.000000,42.230000,36.346581,1552315
2006-05-22,41.400002,44.360001,34.000000,42.860001,36.888809,598270
2006-05-29,43.790001,44.400002,34.799999,36.700001,31.587006,474520
2006-06-05,37.099998,37.200001,24.000000,27.139999,23.358892,343180
2006-06-12,28.600000,28.990000,23.000000,28.070000,24.159334,363970
2006-06-19,29.990000,36.599998,26.000000,36.340000,31.277174,307250
2006-06-26,37.770000,37.779999,28.299999,28.879999,24.856480,209675
2006-07-03,29.990000,31.600000,29.160000,29.620001,25.493385,41275
2006-07-10,29.400000,29.400000,27.200001,27.920000,24.030224,47165
2006-07-17,28.000000,29.290001,24.000000,25.430000,21.887129,41135
2006-07-24,25.000000,27.340000,24.100000,26.400000,22.721992,28110
2006-07-31,27.219999,27.350000,24.980000,25.730000,22.145334,91585
2006-08-07,26.150000,28.200001,25.000000,28.200001,24.271223,55565
2006-08-14,29.600000,31.090000,28.799999,29.309999,25.226572,77730
2006-08-21,30.200001,30.200001,28.690001,29.820000,25.665516,55495
2006-08-28,29.700001,31.400000,29.200001,29.990000,25.811842,160805
2006-09-04,30.139999,32.700001,29.230000,31.610001,27.206141,266445
2006-09-11,32.599998,32.830002,29.610001,30.200001,25.992582,218570
2006-09-18,30.200001,30.450001,28.010000,28.459999,24.494995,168830
2006-09-25,28.600000,28.610001,26.799999,28.120001,24.445198,335690
2006-10-02,28.120001,28.400000,27.000000,27.530001,23.932301,146900
2006-10-09,28.129999,30.200001,27.719999,28.510000,24.784227,685760
2006-10-16,29.340000,29.340000,26.830000,28.299999,24.601671,548360
2006-10-23,28.200001,28.900000,27.030001,27.840000,24.201788,125475
2006-10-30,27.299999,29.799999,27.230000,29.030001,25.236279,393975
2006-11-06,29.379999,30.299999,27.299999,27.980000,24.323488,561055
2006-11-13,28.000000,28.990000,26.600000,26.700001,23.210770,267020
2006-11-20,26.000000,28.480000,25.480000,26.410000,22.958660,362575
2006-11-27,27.000000,29.600000,25.600000,28.320000,24.619059,1281700
2006-12-04,28.570000,29.299999,26.639999,26.900000,23.384624,471225
2006-12-11,26.510000,27.000000,23.830000,26.100000,22.689175,233410
2006-12-18,26.120001,26.549999,25.200001,25.760000,22.393608,130000
2006-12-25,25.760000,31.190001,25.420000,27.610001,24.001848,2289075
2007-01-01,27.610001,29.000000,27.020000,27.780001,24.149632,409655
2007-01-08,28.370001,28.490000,27.230000,28.049999,24.384342,212960
2007-01-15,28.129999,28.559999,27.600000,27.790001,24.158321,345490
2007-01-22,28.549999,28.549999,26.129999,26.459999,23.002129,137900
2007-01-29,26.320000,27.000000,25.280001,25.440001,22.115427,178750
2007-02-05,25.500000,26.520000,25.000000,25.120001,21.837248,172210
2007-02-12,25.600000,25.600000,23.709999,24.860001,21.611223,78510
2007-02-19,24.709999,24.799999,22.240000,22.629999,19.672646,86080
2007-02-26,22.980000,23.799999,22.200001,22.660000,19.698725,74385
2007-03-05,22.660000,23.389999,18.420000,20.020000,17.403727,130705
