Date,Open,High,Low,Close,Adj Close,Volume
2015-03-30,49.000000,58.500000,49.000000,55.700001,54.449329,345867
2015-04-06,57.250000,82.800003,56.500000,79.199997,77.421661,3020956
2015-04-13,79.650002,79.699997,72.599998,73.800003,72.142921,610307
2015-04-20,74.900002,75.000000,60.599998,61.900002,60.510117,515377
2015-04-27,62.400002,63.450001,50.450001,58.400002,57.088711,613418
2015-05-04,61.250000,67.000000,56.099998,58.849998,57.528603,617773
2015-05-11,60.000000,60.900002,54.099998,55.700001,54.449329,358367
2015-05-18,56.500000,60.799999,55.099998,57.750000,56.453300,253684
2015-05-25,60.599998,73.550003,60.500000,73.550003,71.898529,816148
2015-06-01,77.199997,81.050003,69.000000,76.750000,75.026680,2030261
2015-06-08,76.050003,80.000000,69.900002,70.500000,68.917015,253525
2015-06-15,70.000000,82.500000,68.050003,77.699997,75.955353,513848
2015-06-22,75.099998,83.000000,75.099998,78.599998,76.835136,303044
2015-06-29,77.000000,85.500000,73.000000,82.199997,80.354309,226987
2015-07-06,82.199997,85.900002,78.300003,81.250000,79.425652,477459
2015-07-13,82.000000,97.300003,79.500000,97.300003,95.115265,1359553
2015-07-20,98.900002,101.250000,90.750000,96.699997,94.528732,1163284
2015-07-27,92.099998,98.800003,86.199997,95.400002,93.257927,751750
2015-08-03,95.800003,103.000000,92.500000,97.650002,95.457405,687693
2015-08-10,98.949997,100.900002,80.800003,85.349998,83.433578,726585
2015-08-17,87.449997,93.750000,82.849998,85.699997,83.775719,601068
2015-08-24,86.800003,86.800003,65.349998,72.349998,70.725471,1284571
2015-08-31,75.400002,75.400002,67.349998,68.050003,66.522034,464283
2015-09-07,70.800003,70.900002,64.150002,69.300003,67.743965,255876
2015-09-14,72.000000,72.699997,67.050003,72.199997,70.578842,103361
2015-09-21,69.500000,74.699997,69.199997,71.849998,70.590157,163846
2015-09-28,72.900002,81.400002,72.300003,73.849998,72.555092,691801
2015-10-05,74.800003,94.900002,71.849998,86.800003,85.278030,1145084
2015-10-12,87.949997,92.900002,85.349998,86.550003,85.032410,594091
2015-10-19,87.150002,92.699997,85.500000,87.500000,85.965744,290270
2015-10-26,85.150002,89.500000,82.400002,82.949997,81.495514,204406
2015-11-02,85.949997,87.199997,80.000000,80.849998,79.432358,181329
2015-11-09,72.500000,91.699997,72.500000,82.699997,81.249908,242816
2015-11-16,81.699997,86.500000,79.500000,81.449997,80.021828,377138
2015-11-23,81.550003,85.000000,79.800003,82.500000,81.053421,207537
2015-11-30,82.300003,110.599998,82.300003,102.849998,101.046608,3081102
2015-12-07,103.849998,107.300003,92.199997,99.750000,98.000961,744593
2015-12-14,99.750000,120.250000,98.000000,118.550003,116.471306,1785314
2015-12-21,119.500000,128.000000,113.000000,122.349998,120.204674,1207434
2015-12-28,126.400002,131.899994,120.199997,124.500000,122.316971,1113168
2016-01-04,124.849998,134.449997,117.250000,124.050003,121.874870,1362847
2016-01-11,122.500000,126.500000,92.000000,94.949997,93.285110,1261669
2016-01-18,98.949997,98.949997,85.000000,93.400002,91.762291,720001
2016-01-25,94.099998,98.000000,86.949997,90.250000,88.667511,866625
2016-02-01,91.599998,91.599998,82.900002,88.050003,86.506096,407737
2016-02-08,84.000000,86.949997,59.599998,68.949997,67.740997,749996
2016-02-15,71.900002,77.849998,59.000000,73.750000,72.456841,1282872
2016-02-22,72.099998,74.349998,61.849998,63.299999,62.190079,497159
2016-02-29,64.000000,73.699997,58.349998,70.050003,68.821724,926119
2016-03-07,70.050003,73.199997,68.650002,70.550003,69.312950,558839
2016-03-14,71.150002,74.000000,67.800003,71.150002,69.902435,558163
2016-03-21,71.849998,79.500000,71.300003,78.199997,76.828804,692978
2016-03-28,78.949997,83.800003,72.550003,81.000000,79.579727,957672
2016-04-04,80.000000,84.750000,77.500000,82.300003,80.856934,810603
2016-04-11,82.750000,90.349998,82.099998,86.449997,84.934143,420048
2016-04-18,86.150002,90.000000,85.500000,87.599998,86.064003,224929
2016-04-25,88.500000,88.500000,78.500000,80.199997,78.793747,239833
2016-05-02,78.900002,83.400002,75.300003,77.199997,75.846352,226631
2016-05-09,76.949997,79.599998,73.150002,73.599998,72.309479,176500
2016-05-16,72.150002,82.000000,69.800003,73.750000,72.456841,313174
2016-05-23,73.199997,75.300003,69.750000,71.300003,70.049812,224918
2016-05-30,71.449997,72.000000,65.349998,66.000000,64.842735,244860
2016-06-06,68.349998,70.000000,63.549999,67.500000,66.316429,452838
2016-06-13,66.199997,69.500000,64.000000,66.550003,65.383095,388134
2016-06-20,65.750000,79.349998,65.750000,72.099998,70.835770,1493799
2016-06-27,72.699997,86.050003,72.699997,83.550003,82.085007,1475716
2016-07-04,83.599998,88.699997,81.750000,83.849998,82.379738,493133
