Date,Open,High,Low,Close,Adj Close,Volume
2021-09-27,469.000000,492.450012,460.000000,492.450012,492.450012,2132033
2021-10-04,517.049988,628.400024,517.049988,628.400024,628.400024,955924
2021-10-11,659.799988,692.750000,575.450012,625.299988,625.299988,1780499
2021-10-18,643.900024,1198.300049,617.150024,1198.300049,1198.300049,15937012
2021-10-25,1245.000000,1258.199951,927.299988,927.299988,927.299988,2002537
2021-11-01,880.950012,880.950012,780.049988,815.599976,815.599976,5530935
2021-11-08,820.000000,837.500000,742.349976,789.049988,789.049988,6557408
2021-11-15,812.000000,820.000000,716.099976,721.349976,721.349976,1953912
2021-11-22,726.000000,789.950012,651.049988,774.150024,774.150024,4464696
2021-11-29,755.000000,784.799988,702.299988,759.900024,759.900024,2206062
2021-12-06,760.200012,767.950012,726.799988,731.349976,731.349976,1473681
2021-12-13,736.400024,750.000000,683.500000,691.900024,691.900024,1047663
2021-12-20,685.400024,714.000000,650.150024,686.000000,686.000000,988191
2021-12-27,651.000000,789.900024,651.000000,743.000000,743.000000,2524472
2022-01-03,743.000000,756.000000,710.500000,726.599976,726.599976,1141064
2022-01-10,728.000000,754.799988,718.650024,732.250000,732.250000,1223884
2022-01-17,738.299988,739.450012,685.299988,689.099976,689.099976,876659
2022-01-24,684.849976,685.049988,640.000000,666.950012,666.950012,788074
2022-01-31,685.000000,735.000000,671.900024,694.950012,694.950012,1433075
2022-02-07,704.000000,715.500000,670.000000,671.250000,671.250000,662137
2022-02-14,665.000000,675.799988,648.000000,654.049988,654.049988,472193
2022-02-21,654.000000,654.000000,560.700012,604.900024,604.900024,759994
2022-02-28,605.000000,658.500000,591.099976,626.599976,626.599976,572095
2022-03-07,614.799988,657.900024,606.650024,651.750000,651.750000,584899
2022-03-14,651.750000,666.000000,632.849976,649.049988,649.049988,493590
2022-03-21,655.950012,709.000000,635.500000,651.799988,651.799988,2122967
2022-03-28,655.900024,656.700012,623.000000,643.900024,643.900024,724609
2022-04-04,648.799988,758.700012,645.000000,741.349976,741.349976,4414019
2022-04-11,742.000000,753.900024,685.349976,694.950012,694.950012,810993
2022-04-18,692.450012,755.000000,681.000000,715.799988,715.799988,2559721
2022-04-25,710.000000,720.000000,669.000000,674.549988,674.549988,587175
2022-05-02,670.000000,681.849976,616.799988,623.900024,623.900024,545157
2022-05-09,621.000000,623.900024,572.250000,593.849976,593.849976,492714
2022-05-16,600.150024,638.000000,591.000000,618.150024,618.150024,412245
2022-05-23,648.000000,648.000000,580.099976,597.049988,597.049988,374910
2022-05-30,614.000000,644.000000,610.049988,624.650024,624.650024,446958
2022-06-06,620.950012,634.450012,607.599976,609.450012,609.450012,325543
2022-06-13,603.000000,607.349976,550.000000,559.549988,559.549988,277646
2022-06-20,563.000000,567.799988,523.150024,557.849976,557.849976,230911
2022-06-27,566.000000,642.500000,563.200012,595.849976,595.849976,826280
2022-07-04,599.799988,623.549988,596.099976,605.950012,605.950012,240038
2022-07-11,615.000000,624.049988,593.000000,597.700012,597.700012,239612
2022-07-18,604.450012,632.349976,602.000000,621.400024,621.400024,383721
2022-07-25,626.000000,634.000000,598.099976,624.599976,624.599976,451640
2022-08-01,624.000000,697.700012,623.000000,651.549988,651.549988,1754007
2022-08-08,656.750000,669.000000,642.849976,647.500000,647.500000,474263
2022-08-15,647.500000,661.950012,640.000000,641.849976,641.849976,317987
2022-08-22,645.000000,653.799988,615.849976,642.599976,642.599976,367169
2022-08-29,632.099976,726.000000,628.700012,694.700012,694.700012,3069950
2022-09-05,700.349976,764.799988,691.000000,742.450012,742.450012,3440849
2022-09-12,749.700012,794.000000,737.000000,752.650024,752.650024,3338701
2022-09-19,769.950012,811.000000,727.450012,735.099976,735.099976,3342145
2022-09-26,729.000000,729.000000,680.400024,697.799988,697.799988,943854
2022-10-03,684.000000,694.700012,625.000000,658.900024,658.900024,1438858
2022-10-10,650.950012,668.700012,634.000000,635.549988,635.549988,569624
2022-10-17,635.549988,667.450012,627.000000,643.349976,643.349976,994348
2022-10-24,646.500000,656.950012,627.000000,640.349976,640.349976,512482
2022-10-31,643.900024,669.000000,625.849976,660.099976,660.099976,1205110
2022-11-07,667.900024,667.900024,633.150024,644.650024,644.650024,581848
2022-11-14,649.000000,649.000000,619.950012,620.599976,620.599976,444911
2022-11-21,625.000000,627.500000,582.200012,621.849976,621.849976,1004380
2022-11-28,624.000000,624.900024,611.750000,615.200012,615.200012,558710
2022-12-05,620.900024,638.450012,615.000000,618.049988,618.049988,697869
2022-12-12,621.000000,632.750000,605.000000,609.349976,609.349976,497285
2022-12-19,611.349976,624.400024,551.250000,555.750000,555.750000,589345
2022-12-26,560.000000,607.000000,555.549988,601.400024,601.400024,553636
2023-01-02,604.799988,606.000000,586.200012,588.950012,588.950012,329173
2023-01-09,591.900024,595.000000,573.000000,576.400024,576.400024,242926
2023-01-16,577.400024,580.950012,545.000000,560.750000,560.750000,251777
2023-01-23,560.750000,565.000000,532.849976,535.799988,535.799988,253440
2023-01-27,552.049988,555.099976,532.849976,535.799988,535.799988,98016
